Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,24,0.31,symmetric,0.3338677466112187
100% Corpus,24,0.61,0.01,0.3387152383993986
100% Corpus,24,0.61,0.31,0.3432854192416401
100% Corpus,24,0.61,0.61,0.4091514034203982
100% Corpus,24,0.61,0.9099999999999999,0.426958121787401
100% Corpus,24,0.61,symmetric,0.3275203138875391
100% Corpus,24,0.9099999999999999,0.01,0.341641492432012
100% Corpus,24,0.9099999999999999,0.31,0.34792410911135185
100% Corpus,24,0.9099999999999999,0.61,0.34696838036091077
100% Corpus,24,0.9099999999999999,0.9099999999999999,0.47213581996596976
100% Corpus,24,0.9099999999999999,symmetric,0.3375008509095563
100% Corpus,24,symmetric,0.01,0.34918949559633355
100% Corpus,24,symmetric,0.31,0.3848970872064245
100% Corpus,24,symmetric,0.61,0.44227057896950644
100% Corpus,24,symmetric,0.9099999999999999,0.4218466322802062
100% Corpus,24,symmetric,symmetric,0.32745824651644156
100% Corpus,24,asymmetric,0.01,0.33098215080546
100% Corpus,24,asymmetric,0.31,0.39905325473618225
100% Corpus,24,asymmetric,0.61,0.4330507927261283
100% Corpus,24,asymmetric,0.9099999999999999,0.42248498916930594
100% Corpus,24,asymmetric,symmetric,0.33690376336763217
100% Corpus,27,0.01,0.01,0.3343764443511142
100% Corpus,27,0.01,0.31,0.4008496206678249
100% Corpus,27,0.01,0.61,0.45156972834084114
100% Corpus,27,0.01,0.9099999999999999,0.4273267405629397
100% Corpus,27,0.01,symmetric,0.3354653691983779
100% Corpus,27,0.31,0.01,0.3315558127932377
100% Corpus,27,0.31,0.31,0.3433025444992739
100% Corpus,27,0.31,0.61,0.44188921708121176
100% Corpus,27,0.31,0.9099999999999999,0.42130590553770514
100% Corpus,27,0.31,symmetric,0.3353590232792119
100% Corpus,27,0.61,0.01,0.3310858160305095
100% Corpus,27,0.61,0.31,0.33291063638919477
100% Corpus,27,0.61,0.61,0.40828137428383926
100% Corpus,27,0.61,0.9099999999999999,0.4390540294014005
100% Corpus,27,0.61,symmetric,0.3257555216756248
100% Corpus,27,0.9099999999999999,0.01,0.3276185583595922
100% Corpus,27,0.9099999999999999,0.31,0.3310515693003919
100% Corpus,27,0.9099999999999999,0.61,0.4114296306196451
100% Corpus,27,0.9099999999999999,0.9099999999999999,0.49958845775861754
100% Corpus,27,0.9099999999999999,symmetric,0.3368661429896654
100% Corpus,27,symmetric,0.01,0.34071100905217644
100% Corpus,27,symmetric,0.31,0.4124216343078755
100% Corpus,27,symmetric,0.61,0.4511204719714612
100% Corpus,27,symmetric,0.9099999999999999,0.42053423796454487
100% Corpus,27,symmetric,symmetric,0.3312443497485599
100% Corpus,27,asymmetric,0.01,0.3358951449750936
100% Corpus,27,asymmetric,0.31,0.43646072946636894
100% Corpus,27,asymmetric,0.61,0.44901701139178984
100% Corpus,27,asymmetric,0.9099999999999999,0.42385674944393914
100% Corpus,27,asymmetric,symmetric,0.32001279204529426
